"zip_code","county_name","state_name","name","addrs1","city","abbrev","zip","web_addr","textcond","sp_textcond","description","over65","under65","na_available","community","issue","attained","na_rating","last_mod"
"12027","SARATOGA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12027","SCHENECTADY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12028","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12028","WASHINGTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12029","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12031","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12032","FULTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12033","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12035","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12036","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12037","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12040","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12041","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12042","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12043","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12045","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12046","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12046","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12047","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12050","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12051","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12052","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12053","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12053","SCHENECTADY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12054","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12055","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12056","SCHENECTADY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12057","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12057","WASHINGTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12058","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12059","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12060","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12061","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12062","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12062","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12063","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12064","OTSEGO","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12065","SARATOGA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12066","MONTGOMERY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12066","SCHENECTADY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12067","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12068","FULTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12068","MONTGOMERY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12069","MONTGOMERY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12070","MONTGOMERY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12071","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12072","MONTGOMERY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12073","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12074","SARATOGA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12075","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12076","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12077","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12078","FULTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12082","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12083","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12083","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12084","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12085","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12086","MONTGOMERY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12087","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12089","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12090","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12092","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12093","DELAWARE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12093","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12094","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12095","FULTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12106","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12107","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12108","HAMILTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12110","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12115","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12116","OTSEGO","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12117","FULTON","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12118","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12118","SARATOGA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12120","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12121","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12122","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12122","SCHOHARIE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12123","RENSSELAER","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12124","GREENE","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12125","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12128","ALBANY","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
"12130","COLUMBIA","New York","CDPHP Universal Benefits","500 Patroon Creek Blvd.","Albany","NY","12206","www.cdphp.com","Individual Plan","Plan individual","Medigap Policy A","True","False","False","True","False","False","False","Mar 08  2013"
